Date,Fund,Product,Book,ProductClass,Vega Notional,Financial PnL, NAV 
11/19/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-10000.00,71989.40888,799504168.17
11/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-51789.92757,806596959.09
11/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-17621.577,806596959.09
11/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-41322.96837,806596959.09
11/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-5198.391796,806596959.09
11/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-234880.7601,806596959.09
11/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,2425.757669,811310515.07
11/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-1487.057373,811310515.07
11/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,4710.401046,811310515.07
11/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,5178.671454,811310515.07
11/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.00,7428.259556,799701844.23
11/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,6862.857539,799701844.23
11/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,8121.56628,799701844.23
11/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,2867.015649,799701844.23
11/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,75883.50648,785086395.36
11/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,67936.83096,785086395.36
11/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,219214.7927,785086395.36
11/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,176727.4983,785086395.36
11/12/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-179032.2311,793462656.95
11/12/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-40146.18837,793462656.95
11/12/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-146696.4054,793462656.95
11/12/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-62537.37713,793462656.95
11/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,107560.2431,798378755.91
11/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,37220.02974,798378755.91
11/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,85853.41668,798378755.91
11/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,36896.16086,798378755.91
11/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.00,5129.403706,790271477.52
11/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-11715.82346,790271477.52
11/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-3448.37952,790271477.52
11/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-8603.609116,790271477.52
11/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,134134.0026,796353074.64
11/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,12382.12771,796353074.64
11/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,110647.0478,796353074.64
11/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,47014.69866,796353074.64
11/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.00,77568.65525,788307796.12
11/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,66978.60941,788307796.12
11/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,188971.2175,788307796.12
11/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,159085.9747,788307796.12
11/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.00,35784.99034,749354771.55
11/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,71093.08005,749354771.55
11/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,26222.96014,749354771.55
11/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,61124.41583,749354771.55
11/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,289724.629,746913566.31
11/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,691507.5548,746913566.31
11/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,279850.3083,746913566.31
11/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,255274.2814,746913566.31
11/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,567884.4228,730377800.36
11/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-2064.8026,730377800.36
11/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-2790.37346,730377800.36
11/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,1516.15927,730377800.36
10/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-95650.74859,735069422.58
10/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-270883.032,735069422.58
10/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-75025.55384,735069422.58
10/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-226045.8523,735069422.58
10/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,130487.5886,718559548.80
10/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,313611.1409,718559548.80
10/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,149967.2329,718559548.80
10/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,372323.0349,718559548.80
10/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-579486.9174,753697283.13
10/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-244097.982,753697283.13
10/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-177985.7527,753697283.13
10/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,-260786.6903,753697283.13
10/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,14588.81637,741487812.86
10/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,34002.28014,741487812.86
10/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,25283.70105,741487812.86
10/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-172792.6494,756741351.96
10/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-330032.0522,756741351.96
10/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-138184.2035,756741351.96
10/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,20709.97333,761679824.00
10/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,49842.72711,761679824.00
10/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,29977.39977,761679824.00
10/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,40538.28922,759185516.52
10/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,37939.62061,759185516.52
10/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,95671.96437,759185516.52
10/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,64497.66904,755228194.40
10/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,34534.56616,755228194.40
10/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,26062.66207,755228194.40
10/20/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,40775.5472,740378230.70
10/20/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,17303.17664,740378230.70
10/20/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,16915.17632,740378230.70
10/19/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-82556.54874,743163803.52
10/19/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-79605.20606,743163803.52
10/19/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-189293.6815,743163803.52
10/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,21548.6256,752950435.05
10/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,17518.26719,752950435.05
10/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,9239.037836,752950435.05
10/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-21792.73486,761338729.76
10/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-15101.44643,761338729.76
10/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-20873.51787,761338729.76
10/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,13380.62093,747063630.97
10/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,17787.8817,747063630.97
10/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,951938.0847,747063630.97
10/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,21940.23791,761816572.77
10/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-42526.58866,761816572.77
10/13/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,9395.387088,761816572.77
10/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,73667.89244,752952663.14
10/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-173238.1724,752952663.14
10/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,69129.59027,752952663.14
10/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-128780.3707,739107153.41
10/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,69894.73705,739107153.41
10/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,54622.73145,739107153.41
10/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,67378.13821,735368993.51
10/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-159428.4723,735368993.51
10/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,73077.82977,735368993.51
10/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-31872.83454,749377910.46
10/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,75442.54341,749377910.46
10/6/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-21617.92014,749377910.46
10/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,43029.00088,729158097.39
10/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-96789.64203,729158097.39
10/5/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-5136.74648,729158097.39
10/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-5858.422442,747157621.48
10/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,40185.12172,747157621.48
10/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,50678.07274,741293100.48
10/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-5090.297234,741293100.48
9/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,3516.258054,741259921.11
9/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-31328.13785,741259921.11
9/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,35669.31796,745691473.37
9/29/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-67924.74629,745691473.37
9/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,13099.24724,738366190.57
9/28/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-55056.25659,738366190.57
9/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,64642.2967,744100811.46
9/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-132720.4119,744100811.46
9/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,23737.94868,737175513.16
9/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,156787.4768,737175513.16
9/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,0.00,1759.56948,760295234.35
9/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 756.25 CAP 2.5 31AUG2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,0.00,-321.8719951,760295234.35
9/23/2020,VISTA MACRO MASTER FIM,Swap NDX VAR 1369 CAP 2.5 31AUG2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,0.00,-123648.9089,760295234.35
9/23/2020,VISTA MACRO MASTER FIM,Swap NDX VAR 1455.4225 01SEP2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,0.00,-365407.2409,760295234.35
9/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 832.3225 01SEP2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,-9999.91,1186.128642,760295234.35
9/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-105818.4829,760295234.35
9/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 832.3225 01SEP2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,-10000.36,-101962.0045,757101002.33
9/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-30000.00,93728.80194,757101002.33
9/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 756.25 CAP 2.5 31AUG2020 20NOV2020,Vol_SPX/NDX_,Variance Swap,10000.10,-32953.13335,757101002.33
